+--------+-----------+------------+----------------+--------------------------------------------------------+------------------------------------------------------------------+-----------------------------------+-----------+-----------------------------------+-----------+--------------+---------------------+---------------------+
| League | Year      | GameDate   | GameID         | BoxScoreURL                                            | PlayByPlayURL                                                    | HomeNameFull                      | HomeName3 | AwayNameFull                      | AwayName3 | HaveBoxScore | HavePlayByPlay      | AnalyzedPlayByPlay  |
| NBA    | 2005-2006 | 2005-12-06 | 20051206DALIND | http://www.nba.com/games/20051206/DALIND/boxscore.html | http://scores.nba.com/games/20051206/DALIND/PlayByPlayPrint.html | Indianapolis Pacers               | IND       | Dallas Maverics                   | DAL       | NULL         | 2006-02-20 00:17:26 | 2006-03-05 13:25:04 |
| NBA    | 2005-2006 | 2005-12-06 | 20051206LALMIL | http://www.nba.com/games/20051206/LALMIL/boxscore.html | http://scores.nba.com/games/20051206/LALMIL/PlayByPlayPrint.html | Milwaukee Bucks                   | MIL       | Los Angeles Lakers                | LAL       | NULL         | 2006-02-20 00:17:54 | 2006-03-05 13:25:56 |
| NBA    | 2005-2006 | 2005-12-06 | 20051206NYKSEA | http://www.nba.com/games/20051206/NYKSEA/boxscore.html | http://scores.nba.com/games/20051206/NYKSEA/PlayByPlayPrint.html | Seattle Supersonics               | SEA       | New York Knicks                   | NYK       | NULL         | 2006-02-20 00:18:20 | 2006-03-05 13:27:05 |
| NBA    | 2005-2006 | 2005-12-06 | 20051206NOKMEM | http://www.nba.com/games/20051206/NOKMEM/boxscore.html | http://scores.nba.com/games/20051206/NOKMEM/PlayByPlayPrint.html | Memphis Grizzlies                 | MEM       | New Orleans/Oklahoma City Hornets | NOK       | NULL         | 2006-02-20 00:18:44 | 2006-03-05 13:28:10 |
| NBA    | 2005-2006 | 2005-12-06 | 20051206PORPHX | http://www.nba.com/games/20051206/PORPHX/boxscore.html | http://scores.nba.com/games/20051206/PORPHX/PlayByPlayPrint.html | Phoenix Suns                      | PHX       | Portland Trailblazers             | POR       | NULL         | 2006-02-20 00:19:07 | 2006-03-05 13:28:56 |
| NBA    | 2005-2006 | 2005-12-06 | 20051206TORWAS | http://www.nba.com/games/20051206/TORWAS/boxscore.html | http://scores.nba.com/games/20051206/TORWAS/PlayByPlayPrint.html | Washington Wizards                | WAS       | Toronto Raptors                   | TOR       | NULL         | 2006-02-20 00:19:36 | 2006-03-05 13:30:07 |
| NBA    | 2005-2006 | 2005-12-07 | 20051207ATLUTA | http://www.nba.com/games/20051207/ATLUTA/boxscore.html | http://scores.nba.com/games/20051207/ATLUTA/PlayByPlayPrint.html | Utah Jazz                         | UTH       | Atlanta Hawks                     | ATL       | NULL         | 2006-02-20 00:20:59 | 2006-04-20 15:52:11 |
| NBA    | 2005-2006 | 2005-12-07 | 20051207BOSNOK | http://www.nba.com/games/20051207/BOSNOK/boxscore.html | http://scores.nba.com/games/20051207/BOSNOK/PlayByPlayPrint.html | New Orleans/Oklahoma City Hornets | NOK       | Boston Celtics                    | BOS       | NULL         | 2006-02-20 00:21:31 | 2006-03-05 14:04:00 |
| NBA    | 2005-2006 | 2005-12-07 | 20051207CHIORL | http://www.nba.com/games/20051207/CHIORL/boxscore.html | http://scores.nba.com/games/20051207/CHIORL/PlayByPlayPrint.html | Orlando Magic                     | ORL       | Chicago Bulls                     | CHI       | NULL         | 2006-02-20 00:22:13 | 2006-03-05 14:04:59 |
| NBA    | 2005-2006 | 2005-12-07 | 20051207LALTOR | http://www.nba.com/games/20051207/LALTOR/boxscore.html | http://scores.nba.com/games/20051207/LALTOR/PlayByPlayPrint.html | Toronto Raptors                   | TOR       | Los Angeles Lakers                | LAL       | NULL         | 2006-02-20 00:22:45 | 2006-03-05 14:05:55 |
| NBA    | 2005-2006 | 2005-12-07 | 20051207MIASAS | http://www.nba.com/games/20051207/MIASAS/boxscore.html | http://scores.nba.com/games/20051207/MIASAS/PlayByPlayPrint.html | San Antonio Spurs                 | SAN       | Miami Heat                        | MIA       | NULL         | 2006-02-20 00:23:11 | 2006-03-05 14:06:56 |
| NBA    | 2005-2006 | 2005-12-07 | 20051207MILPHI | http://www.nba.com/games/20051207/MILPHI/boxscore.html | http://scores.nba.com/games/20051207/MILPHI/PlayByPlayPrint.html | Philadelphia 76ers                | PHL       | Milwaukee Bucks                   | MIL       | NULL         | 2006-02-20 00:23:37 | 2006-03-05 14:08:06 |
| NBA    | 2005-2006 | 2005-12-07 | 20051207MINPOR | http://www.nba.com/games/20051207/MINPOR/boxscore.html | http://scores.nba.com/games/20051207/MINPOR/PlayByPlayPrint.html | Portland Trailblazers             | POR       | Minnesota Timberwolves            | MIN       | NULL         | 2006-02-20 00:24:01 | 2006-03-05 14:09:22 |
| NBA    | 2005-2006 | 2005-12-07 | 20051207NJNCHA | http://www.nba.com/games/20051207/NJNCHA/boxscore.html | http://scores.nba.com/games/20051207/NJNCHA/PlayByPlayPrint.html | Charlotte Bobcats                 | CHA       | New Jersey Nets                   | NJN       | NULL         | 2006-02-20 00:24:42 | 2006-03-05 14:10:32 |
| NBA    | 2005-2006 | 2005-12-07 | 20051207NYKLAC | http://www.nba.com/games/20051207/NYKLAC/boxscore.html | http://scores.nba.com/games/20051207/NYKLAC/PlayByPlayPrint.html | Los Angeles Clippers              | LAC       | New York Knicks                   | NYK       | NULL         | 2006-02-20 00:25:27 | 2006-03-05 14:11:42 |
| NBA    | 2005-2006 | 2005-12-07 | 20051207PHXGSW | http://www.nba.com/games/20051207/PHXGSW/boxscore.html | http://scores.nba.com/games/20051207/PHXGSW/PlayByPlayPrint.html | Golden State Warriors             | GOS       | Phoenix Suns                      | PHX       | NULL         | 2006-02-20 00:26:08 | 2006-03-05 14:12:51 |
| NBA    | 2005-2006 | 2005-12-08 | 20051208HOUSAC | http://www.nba.com/games/20051208/HOUSAC/boxscore.html | http://scores.nba.com/games/20051208/HOUSAC/PlayByPlayPrint.html | Sacramento Kings                  | SAC       | Houston Rockets                   | HOU       | NULL         | 2006-02-20 00:27:12 | 2006-03-05 14:13:58 |
| NBA    | 2005-2006 | 2005-12-08 | 20051208WASIND | http://www.nba.com/games/20051208/WASIND/boxscore.html | http://scores.nba.com/games/20051208/WASIND/PlayByPlayPrint.html | Indianapolis Pacers               | IND       | Washington Wizards                | WAS       | NULL         | 2006-02-20 00:27:42 | 2006-03-05 14:14:55 |
| NBA    | 2005-2006 | 2005-12-09 | 20051209BOSSAS | http://www.nba.com/games/20051209/BOSSAS/boxscore.html | http://scores.nba.com/games/20051209/BOSSAS/PlayByPlayPrint.html | San Antonio Spurs                 | SAN       | Boston Celtics                    | BOS       | NULL         | 2006-02-20 00:28:54 | 2006-03-05 14:15:58 |
| NBA    | 2005-2006 | 2005-12-09 | 20051209CHAPHI | http://www.nba.com/games/20051209/CHAPHI/boxscore.html | http://scores.nba.com/games/20051209/CHAPHI/PlayByPlayPrint.html | Philadelphia 76ers                | PHL       | Charlotte Bobcats                 | CHA       | NULL         | 2006-02-20 00:29:40 | 2006-03-05 14:17:26 |
| NBA    | 2005-2006 | 2005-12-09 | 20051209DALMEM | http://www.nba.com/games/20051209/DALMEM/boxscore.html | http://scores.nba.com/games/20051209/DALMEM/PlayByPlayPrint.html | Memphis Grizzlies                 | MEM       | Dallas Maverics                   | DAL       | NULL         | 2006-02-20 00:30:21 | 2006-03-05 14:18:37 |
| NBA    | 2005-2006 | 2005-12-09 | 20051209DENMIA | http://www.nba.com/games/20051209/DENMIA/boxscore.html | http://scores.nba.com/games/20051209/DENMIA/PlayByPlayPrint.html | Miami Heat                        | MIA       | Denver Nuggets                    | DEN       | NULL         | 2006-02-20 00:30:53 | 2006-03-05 14:20:02 |
| NBA    | 2005-2006 | 2005-12-09 | 20051209DETGSW | http://www.nba.com/games/20051209/DETGSW/boxscore.html | http://scores.nba.com/games/20051209/DETGSW/PlayByPlayPrint.html | Golden State Warriors             | GOS       | Detroit Pistons                   | DET       | NULL         | 2006-02-20 00:31:20 | 2006-03-05 14:21:06 |
| NBA    | 2005-2006 | 2005-12-09 | 20051209LALCHI | http://www.nba.com/games/20051209/LALCHI/boxscore.html | http://scores.nba.com/games/20051209/LALCHI/PlayByPlayPrint.html | Chicago Bulls                     | CHI       | Los Angeles Lakers                | LAL       | NULL         | 2006-02-20 00:31:43 | 2006-04-07 16:23:14 |
| NBA    | 2005-2006 | 2005-12-09 | 20051209NJNCLE | http://www.nba.com/games/20051209/NJNCLE/boxscore.html | http://scores.nba.com/games/20051209/NJNCLE/PlayByPlayPrint.html | Cleveland Cavaliers               | CLE       | New Jersey Nets                   | NJN       | NULL         | 2006-02-20 00:32:10 | 2006-04-10 15:44:54 |
| NBA    | 2005-2006 | 2005-12-09 | 20051209NYKPHX | http://www.nba.com/games/20051209/NYKPHX/boxscore.html | http://scores.nba.com/games/20051209/NYKPHX/PlayByPlayPrint.html | Phoenix Suns                      | PHX       | New York Knicks                   | NYK       | NULL         | 2006-02-20 00:32:36 | 2006-03-05 14:51:26 |
| NBA    | 2005-2006 | 2005-12-09 | 20051209NOKPOR | http://www.nba.com/games/20051209/NOKPOR/boxscore.html | http://scores.nba.com/games/20051209/NOKPOR/PlayByPlayPrint.html | Portland Trailblazers             | POR       | New Orleans/Oklahoma City Hornets | NOK       | NULL         | 2006-02-20 00:33:01 | 2006-03-05 14:53:13 |
| NBA    | 2005-2006 | 2005-12-09 | 20051209SEAUTA | http://www.nba.com/games/20051209/SEAUTA/boxscore.html | http://scores.nba.com/games/20051209/SEAUTA/PlayByPlayPrint.html | Utah Jazz                         | UTH       | Seattle Supersonics               | SEA       | NULL         | 2006-02-20 00:33:31 | 2006-03-05 14:54:33 |
| NBA    | 2005-2006 | 2005-12-10 | 20051210BOSDAL | http://www.nba.com/games/20051210/BOSDAL/boxscore.html | http://scores.nba.com/games/20051210/BOSDAL/PlayByPlayPrint.html | Dallas Maverics                   | DAL       | Boston Celtics                    | BOS       | NULL         | 2006-02-20 00:34:52 | 2006-03-05 14:56:05 |
| NBA    | 2005-2006 | 2005-12-10 | 20051210CHIWAS | http://www.nba.com/games/20051210/CHIWAS/boxscore.html | http://scores.nba.com/games/20051210/CHIWAS/PlayByPlayPrint.html | Washington Wizards                | WAS       | Chicago Bulls                     | CHI       | NULL         | 2006-02-20 00:35:30 | 2006-03-05 14:58:06 |
| NBA    | 2005-2006 | 2005-12-10 | 20051210CLEMIL | http://www.nba.com/games/20051210/CLEMIL/boxscore.html | http://scores.nba.com/games/20051210/CLEMIL/PlayByPlayPrint.html | Milwaukee Bucks                   | MIL       | Cleveland Cavaliers               | CLE       | NULL         | 2006-02-20 00:36:05 | 2006-03-05 14:59:36 |
| NBA    | 2005-2006 | 2005-12-10 | 20051210DENORL | http://www.nba.com/games/20051210/DENORL/boxscore.html | http://scores.nba.com/games/20051210/DENORL/PlayByPlayPrint.html | Orlando Magic                     | ORL       | Denver Nuggets                    | DEN       | NULL         | 2006-02-20 00:36:40 | 2006-03-05 15:01:31 |
| NBA    | 2005-2006 | 2005-12-10 | 20051210LALMIN | http://www.nba.com/games/20051210/LALMIN/boxscore.html | http://scores.nba.com/games/20051210/LALMIN/PlayByPlayPrint.html | Minnesota Timberwolves            | MIN       | Los Angeles Lakers                | LAL       | NULL         | 2006-02-20 00:37:05 | 2006-03-05 15:02:24 |
| NBA    | 2005-2006 | 2005-12-10 | 20051210MEMIND | http://www.nba.com/games/20051210/MEMIND/boxscore.html | http://scores.nba.com/games/20051210/MEMIND/PlayByPlayPrint.html | Indianapolis Pacers               | IND       | Memphis Grizzlies                 | MEM       | NULL         | 2006-02-20 00:37:30 | 2006-03-05 15:03:33 |
| NBA    | 2005-2006 | 2005-12-10 | 20051210PHINJN | http://www.nba.com/games/20051210/PHINJN/boxscore.html | http://scores.nba.com/games/20051210/PHINJN/PlayByPlayPrint.html | New Jersey Nets                   | NJN       | Philadelphia 76ers                | PHL       | NULL         | 2006-02-20 00:37:55 | 2006-03-21 22:33:26 |
| NBA    | 2005-2006 | 2005-12-10 | 20051210PHXLAC | http://www.nba.com/games/20051210/PHXLAC/boxscore.html | http://scores.nba.com/games/20051210/PHXLAC/PlayByPlayPrint.html | Los Angeles Clippers              | LAC       | Phoenix Suns                      | PHX       | NULL         | 2006-02-20 00:38:21 | 2006-03-05 15:06:31 |
| NBA    | 2005-2006 | 2005-12-10 | 20051210SACSEA | http://www.nba.com/games/20051210/SACSEA/boxscore.html | http://scores.nba.com/games/20051210/SACSEA/PlayByPlayPrint.html | Seattle Supersonics               | SEA       | Sacramento Kings                  | SAC       | NULL         | 2006-02-20 00:38:50 | 2006-03-05 15:07:42 |
| NBA    | 2005-2006 | 2005-12-10 | 20051210SASATL | http://www.nba.com/games/20051210/SASATL/boxscore.html | http://scores.nba.com/games/20051210/SASATL/PlayByPlayPrint.html | Atlanta Hawks                     | ATL       | San Antonio Spurs                 | SAN       | NULL         | 2006-02-20 00:39:17 | 2006-03-05 15:09:11 |
| NBA    | 2005-2006 | 2005-12-10 | 20051210TORCHA | http://www.nba.com/games/20051210/TORCHA/boxscore.html | http://scores.nba.com/games/20051210/TORCHA/PlayByPlayPrint.html | Charlotte Bobcats                 | CHA       | Toronto Raptors                   | TOR       | NULL         | 2006-02-20 00:39:52 | 2006-03-05 15:10:31 |
| NBA    | 2005-2006 | 2005-12-11 | 20051211DETLAC | http://www.nba.com/games/20051211/DETLAC/boxscore.html | http://scores.nba.com/games/20051211/DETLAC/PlayByPlayPrint.html | Los Angeles Clippers              | LAC       | Detroit Pistons                   | DET       | NULL         | 2006-02-20 00:42:01 | 2006-03-05 15:11:40 |
| NBA    | 2005-2006 | 2005-12-11 | 20051211HOUPOR | http://www.nba.com/games/20051211/HOUPOR/boxscore.html | http://scores.nba.com/games/20051211/HOUPOR/PlayByPlayPrint.html | Portland Trailblazers             | POR       | Houston Rockets                   | HOU       | NULL         | 2006-02-20 00:43:07 | 2006-03-05 15:12:52 |
| NBA    | 2005-2006 | 2005-12-11 | 20051211NOKSAC | http://www.nba.com/games/20051211/NOKSAC/boxscore.html | http://scores.nba.com/games/20051211/NOKSAC/PlayByPlayPrint.html | Sacramento Kings                  | SAC       | New Orleans/Oklahoma City Hornets | NOK       | NULL         | 2006-02-20 00:43:56 | 2006-03-05 15:13:52 |
| NBA    | 2005-2006 | 2005-12-11 | 20051211WASMIA | http://www.nba.com/games/20051211/WASMIA/boxscore.html | http://scores.nba.com/games/20051211/WASMIA/PlayByPlayPrint.html | Miami Heat                        | MIA       | Washington Wizards                | WAS       | NULL         | 2006-02-20 00:44:36 | 2006-03-05 15:15:14 |
| NBA    | 2005-2006 | 2005-12-12 | 20051212DETUTA | http://www.nba.com/games/20051212/DETUTA/boxscore.html | http://scores.nba.com/games/20051212/DETUTA/PlayByPlayPrint.html | Utah Jazz                         | UTH       | Detroit Pistons                   | DET       | NULL         | 2006-02-20 00:46:18 | 2006-04-10 23:03:29 |
| NBA    | 2005-2006 | 2005-12-12 | 20051212LALDAL | http://www.nba.com/games/20051212/LALDAL/boxscore.html | http://scores.nba.com/games/20051212/LALDAL/PlayByPlayPrint.html | Dallas Maverics                   | DAL       | Los Angeles Lakers                | LAL       | NULL         | 2006-02-20 00:47:02 | 2006-03-05 15:17:59 |
| NBA    | 2005-2006 | 2005-12-12 | 20051212MILNYK | http://www.nba.com/games/20051212/MILNYK/boxscore.html | http://scores.nba.com/games/20051212/MILNYK/PlayByPlayPrint.html | New York Knicks                   | NYK       | Milwaukee Bucks                   | MIL       | NULL         | 2006-02-20 00:47:32 | 2006-03-05 15:19:19 |
| NBA    | 2005-2006 | 2005-12-12 | 20051212MINPHI | http://www.nba.com/games/20051212/MINPHI/boxscore.html | http://scores.nba.com/games/20051212/MINPHI/PlayByPlayPrint.html | Philadelphia 76ers                | PHL       | Minnesota Timberwolves            | MIN       | NULL         | 2006-02-20 00:48:09 | 2006-03-21 22:34:46 |
| NBA    | 2005-2006 | 2005-12-12 | 20051212NOKPHX | http://www.nba.com/games/20051212/NOKPHX/boxscore.html | http://scores.nba.com/games/20051212/NOKPHX/PlayByPlayPrint.html | Phoenix Suns                      | PHX       | New Orleans/Oklahoma City Hornets | NOK       | NULL         | 2006-02-20 00:48:41 | 2006-03-05 15:21:27 |
| NBA    | 2005-2006 | 2005-12-13 | 20051213ATLCLE | http://www.nba.com/games/20051213/ATLCLE/boxscore.html | http://scores.nba.com/games/20051213/ATLCLE/PlayByPlayPrint.html | Cleveland Cavaliers               | CLE       | Atlanta Hawks                     | ATL       | NULL         | 2006-02-20 00:50:13 | 2006-03-05 15:34:29 |
| NBA    | 2005-2006 | 2005-12-13 | 20051213DENCHA | http://www.nba.com/games/20051213/DENCHA/boxscore.html | http://scores.nba.com/games/20051213/DENCHA/PlayByPlayPrint.html | Charlotte Bobcats                 | CHA       | Denver Nuggets                    | DEN       | NULL         | 2006-02-20 00:51:02 | 2006-03-05 15:35:53 |
| NBA    | 2005-2006 | 2005-12-13 | 20051213GSWSEA | http://www.nba.com/games/20051213/GSWSEA/boxscore.html | http://scores.nba.com/games/20051213/GSWSEA/PlayByPlayPrint.html | Seattle Supersonics               | SEA       | Golden State Warriors             | GOS       | NULL         | 2006-02-20 00:51:37 | 2006-03-05 15:44:12 |
| NBA    | 2005-2006 | 2005-12-13 | 20051213LACSAS | http://www.nba.com/games/20051213/LACSAS/boxscore.html | http://scores.nba.com/games/20051213/LACSAS/PlayByPlayPrint.html | San Antonio Spurs                 | SAN       | Los Angeles Clippers              | LAC       | NULL         | 2006-02-20 00:52:28 | 2006-03-05 15:45:34 |
| NBA    | 2005-2006 | 2005-12-13 | 20051213MIACHI | http://www.nba.com/games/20051213/MIACHI/boxscore.html | http://scores.nba.com/games/20051213/MIACHI/PlayByPlayPrint.html | Chicago Bulls                     | CHI       | Miami Heat                        | MIA       | NULL         | 2006-02-20 00:53:24 | 2006-03-05 15:48:33 |
| NBA    | 2005-2006 | 2005-12-13 | 20051213NJNWAS | http://www.nba.com/games/20051213/NJNWAS/boxscore.html | http://scores.nba.com/games/20051213/NJNWAS/PlayByPlayPrint.html | Washington Wizards                | WAS       | New Jersey Nets                   | NJN       | NULL         | 2006-02-20 00:54:03 | 2006-03-05 15:49:45 |
| NBA    | 2005-2006 | 2005-12-13 | 20051213SACMIN | http://www.nba.com/games/20051213/SACMIN/boxscore.html | http://scores.nba.com/games/20051213/SACMIN/PlayByPlayPrint.html | Minnesota Timberwolves            | MIN       | Sacramento Kings                  | SAC       | NULL         | 2006-02-20 00:54:34 | 2006-03-05 15:50:57 |
| NBA    | 2005-2006 | 2005-12-14 | 20051214ATLPHI | http://www.nba.com/games/20051214/ATLPHI/boxscore.html | http://scores.nba.com/games/20051214/ATLPHI/PlayByPlayPrint.html | Philadelphia 76ers                | PHL       | Atlanta Hawks                     | ATL       | NULL         | 2006-02-20 00:56:31 | 2006-04-20 15:14:58 |
| NBA    | 2005-2006 | 2005-12-14 | 20051214CHANJN | http://www.nba.com/games/20051214/CHANJN/boxscore.html | http://scores.nba.com/games/20051214/CHANJN/PlayByPlayPrint.html | New Jersey Nets                   | NJN       | Charlotte Bobcats                 | CHA       | NULL         | 2006-02-20 00:57:16 | 2006-03-05 16:23:01 |
| NBA    | 2005-2006 | 2005-12-14 | 20051214CHITOR | http://www.nba.com/games/20051214/CHITOR/boxscore.html | http://scores.nba.com/games/20051214/CHITOR/PlayByPlayPrint.html | Toronto Raptors                   | TOR       | Chicago Bulls                     | CHI       | NULL         | 2006-02-20 00:57:48 | 2006-03-05 16:52:11 |
| NBA    | 2005-2006 | 2005-12-14 | 20051214HOUGSW | http://www.nba.com/games/20051214/HOUGSW/boxscore.html | http://scores.nba.com/games/20051214/HOUGSW/PlayByPlayPrint.html | Golden State Warriors             | GOS       | Houston Rockets                   | HOU       | NULL         | 2006-02-20 00:58:22 | 2006-03-05 17:02:43 |
| NBA    | 2005-2006 | 2005-12-14 | 20051214INDBOS | http://www.nba.com/games/20051214/INDBOS/boxscore.html | http://scores.nba.com/games/20051214/INDBOS/PlayByPlayPrint.html | Boston Celtics                    | BOS       | Indianapolis Pacers               | IND       | NULL         | 2006-02-20 00:59:00 | 2006-03-05 17:29:08 |
| NBA    | 2005-2006 | 2005-12-14 | 20051214LACNOK | http://www.nba.com/games/20051214/LACNOK/boxscore.html | http://scores.nba.com/games/20051214/LACNOK/PlayByPlayPrint.html | New Orleans/Oklahoma City Hornets | NOK       | Los Angeles Clippers              | LAC       | NULL         | 2006-02-20 00:59:31 | 2006-03-05 17:54:43 |
| NBA    | 2005-2006 | 2005-12-14 | 20051214LALMEM | http://www.nba.com/games/20051214/LALMEM/boxscore.html | http://scores.nba.com/games/20051214/LALMEM/PlayByPlayPrint.html | Memphis Grizzlies                 | MEM       | Los Angeles Lakers                | LAL       | NULL         | 2006-02-20 01:00:06 | 2006-03-05 19:15:48 |
| NBA    | 2005-2006 | 2005-12-14 | 20051214MIAMIL | http://www.nba.com/games/20051214/MIAMIL/boxscore.html | http://scores.nba.com/games/20051214/MIAMIL/PlayByPlayPrint.html | Milwaukee Bucks                   | MIL       | Miami Heat                        | MIA       | NULL         | 2006-02-20 01:00:56 | 2006-03-05 20:39:32 |
| NBA    | 2005-2006 | 2005-12-14 | 20051214ORLNYK | http://www.nba.com/games/20051214/ORLNYK/boxscore.html | http://scores.nba.com/games/20051214/ORLNYK/PlayByPlayPrint.html | New York Knicks                   | NYK       | Orlando Magic                     | ORL       | NULL         | 2006-02-20 01:01:47 | 2006-03-05 20:20:23 |
| NBA    | 2005-2006 | 2005-12-14 | 20051214PHXDAL | http://www.nba.com/games/20051214/PHXDAL/boxscore.html | http://scores.nba.com/games/20051214/PHXDAL/PlayByPlayPrint.html | Dallas Maverics                   | DAL       | Phoenix Suns                      | PHX       | NULL         | 2006-02-20 01:02:27 | 2006-03-05 20:34:58 |
| NBA    | 2005-2006 | 2005-12-14 | 20051214PORUTA | http://www.nba.com/games/20051214/PORUTA/boxscore.html | http://scores.nba.com/games/20051214/PORUTA/PlayByPlayPrint.html | Utah Jazz                         | UTH       | Portland Trailblazers             | POR       | NULL         | 2006-02-20 01:03:09 | 2006-03-05 20:36:48 |
| NBA    | 2005-2006 | 2005-12-14 | 20051214SACDET | http://www.nba.com/games/20051214/SACDET/boxscore.html | http://scores.nba.com/games/20051214/SACDET/PlayByPlayPrint.html | Detroit Pistons                   | DET       | Sacramento Kings                  | SAC       | NULL         | 2006-02-20 01:03:41 | 2006-03-05 20:37:45 |
| NBA    | 2005-2006 | 2005-12-15 | 20051215DENCLE | http://www.nba.com/games/20051215/DENCLE/boxscore.html | http://scores.nba.com/games/20051215/DENCLE/PlayByPlayPrint.html | Cleveland Cavaliers               | CLE       | Denver Nuggets                    | DEN       | NULL         | 2006-02-20 01:05:22 | 2006-03-11 12:17:40 |
| NBA    | 2005-2006 | 2005-12-15 | 20051215HOUSEA | http://www.nba.com/games/20051215/HOUSEA/boxscore.html | http://scores.nba.com/games/20051215/HOUSEA/PlayByPlayPrint.html | Seattle Supersonics               | SEA       | Houston Rockets                   | HOU       | NULL         | 2006-02-20 01:06:31 | 2006-03-11 12:24:20 |
| NBA    | 2005-2006 | 2005-12-15 | 20051215SASMIN | http://www.nba.com/games/20051215/SASMIN/boxscore.html | http://scores.nba.com/games/20051215/SASMIN/PlayByPlayPrint.html | Minnesota Timberwolves            | MIN       | San Antonio Spurs                 | SAN       | NULL         | 2006-02-20 01:07:41 | 2006-03-11 12:23:12 |
| NBA    | 2005-2006 | 2005-12-16 | 20051216CHIDET | http://www.nba.com/games/20051216/CHIDET/boxscore.html | http://scores.nba.com/games/20051216/CHIDET/PlayByPlayPrint.html | Detroit Pistons                   | DET       | Chicago Bulls                     | CHI       | NULL         | 2006-02-20 01:09:13 | 2006-03-11 12:30:50 |
| NBA    | 2005-2006 | 2005-12-16 | 20051216DENNJN | http://www.nba.com/games/20051216/DENNJN/boxscore.html | http://scores.nba.com/games/20051216/DENNJN/PlayByPlayPrint.html | New Jersey Nets                   | NJN       | Denver Nuggets                    | DEN       | NULL         | 2006-02-20 01:10:27 | 2006-03-11 13:03:35 |
| NBA    | 2005-2006 | 2005-12-16 | 20051216GSWTOR | http://www.nba.com/games/20051216/GSWTOR/boxscore.html | http://scores.nba.com/games/20051216/GSWTOR/PlayByPlayPrint.html | Toronto Raptors                   | TOR       | Golden State Warriors             | GOS       | NULL         | 2006-02-20 01:12:07 | 2006-03-11 13:04:26 |
| NBA    | 2005-2006 | 2005-12-16 | 20051216MIAPHI | http://www.nba.com/games/20051216/MIAPHI/boxscore.html | http://scores.nba.com/games/20051216/MIAPHI/PlayByPlayPrint.html | Philadelphia 76ers                | PHL       | Miami Heat                        | MIA       | NULL         | 2006-02-20 01:14:12 | 2006-03-21 22:37:44 |
| NBA    | 2005-2006 | 2005-12-16 | 20051216MILBOS | http://www.nba.com/games/20051216/MILBOS/boxscore.html | http://scores.nba.com/games/20051216/MILBOS/PlayByPlayPrint.html | Boston Celtics                    | BOS       | Milwaukee Bucks                   | MIL       | NULL         | 2006-02-20 01:20:16 | 2006-03-11 14:00:52 |
| NBA    | 2005-2006 | 2005-12-16 | 20051216NYKATL | http://www.nba.com/games/20051216/NYKATL/boxscore.html | http://scores.nba.com/games/20051216/NYKATL/PlayByPlayPrint.html | Atlanta Hawks                     | ATL       | New York Knicks                   | NYK       | NULL         | 2006-02-20 01:22:51 | 2006-04-20 15:49:08 |
| NBA    | 2005-2006 | 2005-12-16 | 20051216ORLDAL | http://www.nba.com/games/20051216/ORLDAL/boxscore.html | http://scores.nba.com/games/20051216/ORLDAL/PlayByPlayPrint.html | Dallas Maverics                   | DAL       | Orlando Magic                     | ORL       | NULL         | 2006-02-20 01:23:59 | 2006-03-11 14:58:02 |
| NBA    | 2005-2006 | 2005-12-16 | 20051216PHXNOK | http://www.nba.com/games/20051216/PHXNOK/boxscore.html | http://scores.nba.com/games/20051216/PHXNOK/PlayByPlayPrint.html | New Orleans/Oklahoma City Hornets | NOK       | Phoenix Suns                      | PHX       | NULL         | 2006-02-20 01:24:53 | 2006-03-11 15:01:05 |
| NBA    | 2005-2006 | 2005-12-16 | 20051216SEAPOR | http://www.nba.com/games/20051216/SEAPOR/boxscore.html | http://scores.nba.com/games/20051216/SEAPOR/PlayByPlayPrint.html | Portland Trailblazers             | POR       | Seattle Supersonics               | SEA       | NULL         | 2006-02-20 01:26:01 | 2006-03-11 15:02:13 |
| NBA    | 2005-2006 | 2005-12-16 | 20051216UTAIND | http://www.nba.com/games/20051216/UTAIND/boxscore.html | http://scores.nba.com/games/20051216/UTAIND/PlayByPlayPrint.html | Indianapolis Pacers               | IND       | Utah Jazz                         | UTH       | NULL         | 2006-02-20 01:27:30 | 2006-03-11 15:05:05 |
| NBA    | 2005-2006 | 2005-12-16 | 20051216WASLAL | http://www.nba.com/games/20051216/WASLAL/boxscore.html | http://scores.nba.com/games/20051216/WASLAL/PlayByPlayPrint.html | Los Angeles Lakers                | LAL       | Washington Wizards                | WAS       | NULL         | 2006-02-20 01:28:35 | 2006-03-11 15:06:01 |
| NBA    | 2005-2006 | 2005-12-17 | 20051217BOSCHI | http://www.nba.com/games/20051217/BOSCHI/boxscore.html | http://scores.nba.com/games/20051217/BOSCHI/PlayByPlayPrint.html | Chicago Bulls                     | CHI       | Boston Celtics                    | BOS       | NULL         | 2006-02-20 01:30:22 | 2006-03-11 17:09:54 |
| NBA    | 2005-2006 | 2005-12-17 | 20051217DETCHA | http://www.nba.com/games/20051217/DETCHA/boxscore.html | http://scores.nba.com/games/20051217/DETCHA/PlayByPlayPrint.html | Charlotte Bobcats                 | CHA       | Detroit Pistons                   | DET       | NULL         | 2006-02-20 01:31:37 | 2006-03-11 17:11:05 |
