+----------+-----------------+-----------------+--------+-----------+-----------+----------------+
| PlayerID | PlayerName      | PlayerTrueName  | League | TeamName3 | Year      | GameIDFound    |
|      216 | Simien          | Simien          | NBA    | MIA       | 2005-2006 | 20051102MIAMEM |
|      217 | Burks           | Burks           | NBA    | MEM       | 2005-2006 | 20051102MIAMEM |
|      218 | Warrick         | Warrick         | NBA    | MEM       | 2005-2006 | 20051102MIAMEM |
|      219 | Walsh           | Walsh           | NBA    | MIA       | 2005-2006 | 20051102MIAMEM |
|      220 | Krstic          | Krstic          | NBA    | NJN       | 2005-2006 | 20051102MILNJN |
|      221 | Jefferson       | R. Jefferson    | NBA    | NJN       | 2005-2006 | 20051102MILNJN |
|      221 | R. Jefferson    | R. Jefferson    | NBA    | NJN       | 2005-2006 | 20060120NJNBOS |
|      222 | Kidd            | Kidd            | NBA    | NJN       | 2005-2006 | 20051102MILNJN |
|      223 | J. Collins      | J. Collins      | NBA    | NJN       | 2005-2006 | 20051109UTANJN |
|      223 | Collins         | J. Collins      | NBA    | NJN       | 2005-2006 | 20051102MILNJN |
|      224 | V. Carter       | V. Carter       | NBA    | NJN       | 2005-2006 | 20060301NJNMIN |
|      224 | Carter          | V. Carter       | NBA    | NJN       | 2005-2006 | 20051102MILNJN |
|      225 | L. Murray       | L. Murray       | NBA    | NJN       | 2005-2006 | 20060128NJNSEA |
|      225 | Murray          | L. Murray       | NBA    | NJN       | 2005-2006 | 20051102MILNJN |
|      226 | McInnis         | McInnis         | NBA    | NJN       | 2005-2006 | 20051102MILNJN |
|      228 | Robinson        | C. Robinson     | NBA    | NJN       | 2005-2006 | 20051102MILNJN |
|      228 | C. Robinson     | C. Robinson     | NBA    | NJN       | 2005-2006 | 20051207NJNCHA |
|      229 | M. Jackson      | M. Jackson      | NBA    | NJN       | 2005-2006 | 20051111NJNIND |
|      229 | M. Jackson      | M. Jackson      | NBA    | NOK       | 2005-2006 | 20060308LALNOK |
|      229 | Jackson         | M. Jackson      | NBA    | NJN       | 2005-2006 | 20051102MILNJN |
|      229 | Jackson         | M. Jackson      | NBA    | NOK       | 2005-2006 | Transaction Li |
|      230 | Planinic        | Planinic        | NBA    | NJN       | 2005-2006 | 20051102MILNJN |
|      231 | Vaughn          | Vaughn          | NBA    | NJN       | 2005-2006 | 20051102MILNJN |
|      232 | Padgett         | Padgett         | NBA    | NJN       | 2005-2006 | 20051102MILNJN |
|      233 | Davis           | J. Davis        | NBA    | MIL       | 2005-2006 | 20051102MILNJN |
|      233 | J. Davis        | J. Davis        | NBA    | MIL       | 2005-2006 | 20051212MILNYK |
|      233 | J. Davis        | J. Davis        | NBA    | HOU       | 2005-2006 | 20051231GSWHOU |
|      233 | Davis           | J. Davis        | NBA    | PHX       | 2005-2006 | Transaction Li |
|      234 | Gaines          | Gaines          | NBA    | MIL       | 2005-2006 | 20051102MILNJN |
|      235 | Curry           | Curry           | NBA    | NYK       | 2005-2006 | 20051102NYKBOS |
|      236 | Blount          | Blount          | NBA    | BOS       | 2005-2006 | 20051102NYKBOS |
|      236 | Blount          | M. Blount       | NBA    | MIN       | 2005-2006 | Transaction Li |
|      237 | Q. Richardson   | Q. Richardson   | NBA    | NYK       | 2005-2006 | 20051106GSWNYK |
|      237 | Richardson      | Q. Richardson   | NBA    | NYK       | 2005-2006 | 20051102NYKBOS |
|      238 | LaFrentz        | LaFrentz        | NBA    | BOS       | 2005-2006 | 20051102NYKBOS |
|      239 | D. West         | D. West         | NBA    | BOS       | 2005-2006 | 20051207BOSNOK |
|      239 | West            | D. West         | NBA    | BOS       | 2005-2006 | 20051102NYKBOS |
|      240 | Pierce          | Pierce          | NBA    | BOS       | 2005-2006 | 20051102NYKBOS |
|      241 | Barnes          | Barnes          | NBA    | PHL       | 2005-2006 | 20051210PHINJN |
|      241 | Barnes          | Barnes          | NBA    | NYK       | 2005-2006 | 20051102NYKBOS |
|      242 | Davis           | A. Davis        | NBA    | TOR       | 2005-2006 | Transaction Li |
|      242 | Davis           | A. Davis        | NBA    | NYK       | 2005-2006 | 20051104WASNYK |
|      242 | A. Davis        | A. Davis        | NBA    | TOR       | 2005-2006 | 20060213TORMIN |
|      242 | A. Davis        | A. Davis        | NBA    | NYK       | 2005-2006 | 20051102NYKBOS |
|      243 | Davis           | R. Davis        | NBA    | BOS       | 2005-2006 | 20051105BOSCHA |
|      243 | R. Davis        | R. Davis        | NBA    | BOS       | 2005-2006 | 20051102NYKBOS |
|      243 | R. Davis        | R. Davis        | NBA    | MIN       | 2005-2006 | 20060127MINHOU |
|      243 | Davis           | R. Davis        | NBA    | MIN       | 2005-2006 | Transaction Li |
|      244 | Marbury         | Marbury         | NBA    | NYK       | 2005-2006 | 20051102NYKBOS |
|      245 | Ariza           | Ariza           | NBA    | NYK       | 2005-2006 | 20051102NYKBOS |
|      245 | Ariza           | T. Ariza        | NBA    | ORL       | 2005-2006 | Transaction Li |
|      246 | Gomes           | Gomes           | NBA    | BOS       | 2005-2006 | 20051102NYKBOS |
|      247 | A. Jefferson    | A. Jefferson    | NBA    | BOS       | 2005-2006 | 20060120NJNBOS |
|      247 | Jefferson       | A. Jefferson    | NBA    | BOS       | 2005-2006 | 20051102NYKBOS |
|      248 | Taylor          | M. Taylor       | NBA    | NYK       | 2005-2006 | 20051102NYKBOS |
|      248 | M. Taylor       | M. Taylor       | NBA    | NYK       | 2005-2006 | 20051104WASNYK |
|      249 | Crawford        | Crawford        | NBA    | NYK       | 2005-2006 | 20051102NYKBOS |
|      250 | J. James        | J. James        | NBA    | NYK       | 2005-2006 | 20051212MILNYK |
|      250 | James           | J. James        | NBA    | NYK       | 2005-2006 | 20051102NYKBOS |
|      251 | Greene          | Greene          | NBA    | BOS       | 2005-2006 | 20051102NYKBOS |
|      252 | Scalabrine      | Scalabrine      | NBA    | BOS       | 2005-2006 | 20051102NYKBOS |
|      253 | Perkins         | Perkins         | NBA    | BOS       | 2005-2006 | 20051102NYKBOS |
|      254 | Robinson        | N. Robinson     | NBA    | NYK       | 2005-2006 | 20051102NYKBOS |
|      254 | N. Robinson     | N. Robinson     | NBA    | NYK       | 2005-2006 | 20051123NYKCHA |
|      255 | Rose            | M. Rose         | NBA    | NYK       | 2005-2006 | 20051102NYKBOS |
|      255 | M. Rose         | M. Rose         | NBA    | NYK       | 2005-2006 | 20060115NYKTOR |
|      256 | Reed            | Reed            | NBA    | BOS       | 2005-2006 | 20051102NYKBOS |
|      256 | Reed            | J. Reed         | NBA    | MIN       | 2005-2006 | Transaction Li |
|      257 | Gooden          | Gooden          | NBA    | CLE       | 2005-2006 | 20051102NOKCLE |
|      258 | Ilgauskas       | Ilgauskas       | NBA    | CLE       | 2005-2006 | 20051102NOKCLE |
|      260 | L. James        | L. James        | NBA    | CLE       | 2005-2006 | 20051107CLETOR |
|      260 | James           | L. James        | NBA    | CLE       | 2005-2006 | 20051102NOKCLE |
|      261 | Hughes          | L. Hughes       | NBA    | CLE       | 2005-2006 | 20051102NOKCLE |
|      261 | L. Hughes       | L. Hughes       | NBA    | CLE       | 2005-2006 | 20051130LACCLE |
|      262 | Snow            | Snow            | NBA    | CLE       | 2005-2006 | 20051102NOKCLE |
|      263 | Marshall        | D. Marshall     | NBA    | CLE       | 2005-2006 | 20051102NOKCLE |
|      263 | D. Marshall     | D. Marshall     | NBA    | CLE       | 2005-2006 | 20060314CLEDAL |
|      264 | Jones           | D. Jones        | NBA    | CLE       | 2005-2006 | 20051102NOKCLE |
|      264 | D. Jones        | D. Jones        | NBA    | CLE       | 2005-2006 | 20051105CLEMEM |
|      265 | Pavlovic        | Pavlovic        | NBA    | CLE       | 2005-2006 | 20051102NOKCLE |
|      266 | Wilks           | Wilks           | NBA    | CLE       | 2005-2006 | 20051102NOKCLE |
|      266 | Wilks           | M. Wilks        | NBA    | SEA       | 2005-2006 | Transaction Li |
|      267 | Henderson       | Henderson       | NBA    | CLE       | 2005-2006 | 20051102NOKCLE |
|      268 | Hamilton        | Hamilton        | NBA    | CLE       | 2005-2006 | 20051102NOKCLE |
|      268 | Hamilton        | Z. Hamilton     | NBA    | PHL       | 2005-2006 | Transaction Li |
|      269 | Jackson         | L. Jackson      | NBA    | CLE       | 2005-2006 | 20051102NOKCLE |
|      269 | L. Jackson      | L. Jackson      | NBA    | CLE       | 2005-2006 | 20051105CLEMEM |
|      270 | Hamilton        | R. Hamilton     | NBA    | DET       | 2005-2006 | 20051102PHIDET |
|      270 | R. Hamilton     | R. Hamilton     | NBA    | DET       | 2005-2006 | 20051231DETCLE |
|      271 | Billups         | Billups         | NBA    | DET       | 2005-2006 | 20051102PHIDET |
|      272 | Prince          | Prince          | NBA    | DET       | 2005-2006 | 20051102PHIDET |
|      273 | B. Wallace      | B. Wallace      | NBA    | DET       | 2005-2006 | 20051102PHIDET |
|      274 | R. Wallace      | R. Wallace      | NBA    | DET       | 2005-2006 | 20051102PHIDET |
|      275 | McDyess         | McDyess         | NBA    | DET       | 2005-2006 | 20051102PHIDET |
|      276 | Evans           | M. Evans        | NBA    | DET       | 2005-2006 | 20051102PHIDET |
|      276 | M. Evans        | M. Evans        | NBA    | DET       | 2005-2006 | 20060106SEADET |
|      277 | Arroyo          | C. Arroyo       | NBA    | ORL       | 2005-2006 | Transaction Li |
|      277 | Arroyo          | Arroyo          | NBA    | DET       | 2005-2006 | 20051102PHIDET |
|      278 | Milicic         | D. Milicic      | NBA    | ORL       | 2005-2006 | Transaction Li |
|      278 | Milicic         | Milicic         | NBA    | DET       | 2005-2006 | 20051102PHIDET |
|      279 | Delfino         | Delfino         | NBA    | DET       | 2005-2006 | 20051102PHIDET |
|      280 | Maxiell         | Maxiell         | NBA    | DET       | 2005-2006 | 20051102PHIDET |
|      281 | Williams        | L. Williams     | NBA    | PHL       | 2005-2006 | 20051102PHIDET |
|      281 | L. Williams     | L. Williams     | NBA    | PHL       | 2005-2006 | 20051115TORPHI |
|      282 | Gai             | Gai             | NBA    | PHL       | 2005-2006 | 20051102PHIDET |
|      283 | Jaric           | Jaric           | NBA    | MIN       | 2005-2006 | 20051102PORMIN |
|      284 | Przybilla       | Przybilla       | NBA    | POR       | 2005-2006 | 20051102PORMIN |
|      285 | Garnett         | Garnett         | NBA    | MIN       | 2005-2006 | 20051102PORMIN |
|      286 | Miles           | D. Miles        | NBA    | POR       | 2005-2006 | 20051102PORMIN |
|      286 | D. Miles        | D. Miles        | NBA    | POR       | 2005-2006 | 20051118GSWPOR |
|      287 | Z. Randolph     | Z. Randolph     | NBA    | POR       | 2005-2006 | 20051129PORPHI |
|      287 | Randolph        | Z. Randolph     | NBA    | POR       | 2005-2006 | 20051102PORMIN |
|      288 | Szczerbiak      | W. Szczerbiak   | NBA    | BOS       | 2005-2006 | Transaction Li |
|      288 | Szczerbiak      | Szczerbiak      | NBA    | MIN       | 2005-2006 | 20051102PORMIN |
|      289 | Telfair         | Telfair         | NBA    | POR       | 2005-2006 | 20051102PORMIN |
|      290 | Olowokandi      | Olowokandi      | NBA    | MIN       | 2005-2006 | 20051102PORMIN |
|      290 | Olowokandi      | M. Olowokandi   | NBA    | BOS       | 2005-2006 | Transaction Li |
|      291 | Smith           | C. Smith        | NBA    | POR       | 2005-2006 | 20051102PORMIN |
|      291 | C. Smith        | C. Smith        | NBA    | DEN       | 2005-2006 | 20060227MILDEN |
|      291 | Smith           | C. Smith        | NBA    | DEN       | 2005-2006 | Transaction Li |
|      291 | C. Smith        | C. Smith        | NBA    | POR       | 2005-2006 | 20051127PORATL |
|      292 | Hassell         | Hassell         | NBA    | MIN       | 2005-2006 | 20051102PORMIN |
|      293 | McCants         | McCants         | NBA    | MIN       | 2005-2006 | 20051102PORMIN |
|      294 | Patterson       | Patterson       | NBA    | POR       | 2005-2006 | 20051102PORMIN |
|      294 | Patterson       | R. Patterson    | NBA    | DEN       | 2005-2006 | Transaction Li |
|      295 | Dixon           | Dixon           | NBA    | POR       | 2005-2006 | 20051102PORMIN |
|      296 | Jack            | Jack            | NBA    | POR       | 2005-2006 | 20051102PORMIN |
|      297 | Ratliff         | Ratliff         | NBA    | POR       | 2005-2006 | 20051102PORMIN |
|      298 | Carter          | A. Carter       | NBA    | MIN       | 2005-2006 | 20051102PORMIN |
|      298 | A. Carter       | A. Carter       | NBA    | MIN       | 2005-2006 | 20060323MINNJN |
|      299 | E. Griffin      | E. Griffin      | NBA    | MIN       | 2005-2006 | 20051218MINDAL |
|      299 | Griffin         | E. Griffin      | NBA    | MIN       | 2005-2006 | 20051102PORMIN |
|      300 | Madsen          | Madsen          | NBA    | MIN       | 2005-2006 | 20051102PORMIN |
|      301 | Frahm           | Frahm           | NBA    | MIN       | 2005-2006 | 20051102PORMIN |
|      301 | R. Frahm        | R. Frahm        | NBA    | HOU       | 2005-2006 | Transaction Li |
|      301 | Frahm           | R. Frahm        | NBA    | HOU       | 2005-2006 | Transaction Li |
|      302 | Ming            | Ming            | NBA    | HOU       | 2005-2006 | 20051102SACHOU |
|      304 | Howard          | J. Howard       | NBA    | HOU       | 2005-2006 | 20051102SACHOU |
|      304 | J. Howard       | J. Howard       | NBA    | HOU       | 2005-2006 | 20051108ORLHOU |
|      305 | McGrady         | McGrady         | NBA    | HOU       | 2005-2006 | 20051102SACHOU |
|      306 | Swift           | S. Swift        | NBA    | HOU       | 2005-2006 | 20051102SACHOU |
|      306 | S. Swift        | S. Swift        | NBA    | HOU       | 2005-2006 | 20051215HOUSEA |
|      307 | D. Anderson     | D. Anderson     | NBA    | HOU       | 2005-2006 | 20051110HOUMIA |
|      307 | Anderson        | D. Anderson     | NBA    | MIA       | 2005-2006 | Transaction Li |
|      307 | D. Anderson     | D. Anderson     | NBA    | MIA       | 2005-2006 | Transaction Li |
|      307 | Anderson        | D. Anderson     | NBA    | HOU       | 2005-2006 | 20051102SACHOU |
|      308 | Alston          | Alston          | NBA    | HOU       | 2005-2006 | 20051102SACHOU |
|      309 | Wesley          | Wesley          | NBA    | HOU       | 2005-2006 | 20051102SACHOU |
|      310 | Barry           | J. Barry        | NBA    | HOU       | 2005-2006 | 20051102SACHOU |
|      310 | J. Barry        | J. Barry        | NBA    | HOU       | 2005-2006 | 20051117HOUSAS |
|      311 | R. Bowen        | R. Bowen        | NBA    | HOU       | 2005-2006 | 20051117HOUSAS |
|      311 | Bowen           | R. Bowen        | NBA    | HOU       | 2005-2006 | 20051102SACHOU |
|      312 | Mutombo         | Mutombo         | NBA    | HOU       | 2005-2006 | 20051102SACHOU |
|      313 | Arenas          | Arenas          | NBA    | WAS       | 2005-2006 | 20051102WASTOR |
|      314 | J. Rose         | J. Rose         | NBA    | TOR       | 2005-2006 | 20060115NYKTOR |
|      314 | Rose            | J. Rose         | NBA    | NYK       | 2005-2006 | Transaction Li |
|      314 | J. Rose         | J. Rose         | NBA    | NYK       | 2005-2006 | 20060205HOUNYK |
|      314 | Rose            | J. Rose         | NBA    | TOR       | 2005-2006 | 20051102WASTOR |
|      315 | Jeffries        | Jeffries        | NBA    | WAS       | 2005-2006 | 20051102WASTOR |
|      316 | Jamison         | Jamison         | NBA    | WAS       | 2005-2006 | 20051102WASTOR |
|      317 | Graham          | J. Graham       | NBA    | TOR       | 2005-2006 | 20051102WASTOR |
|      317 | J. Graham       | J. Graham       | NBA    | TOR       | 2005-2006 | 20051104NJNTOR |
|      318 | James           | M. James        | NBA    | TOR       | 2005-2006 | 20051102WASTOR |
|      318 | M. James        | M. James        | NBA    | TOR       | 2005-2006 | 20051107CLETOR |
|      319 | Bosh            | Bosh            | NBA    | TOR       | 2005-2006 | 20051102WASTOR |
|      320 | L. Woods        | L. Woods        | NBA    | TOR       | 2005-2006 | 20060115NYKTOR |
|      320 | Woods           | L. Woods        | NBA    | TOR       | 2005-2006 | 20051102WASTOR |
|      321 | A. Daniels      | A. Daniels      | NBA    | WAS       | 2005-2006 | 20060215WASDAL |
|      321 | Daniels         | A. Daniels      | NBA    | WAS       | 2005-2006 | 20051102WASTOR |
|      322 | Haywood         | Haywood         | NBA    | WAS       | 2005-2006 | 20051102WASTOR |
|      323 | Thomas          | E. Thomas       | NBA    | WAS       | 2005-2006 | 20051102WASTOR |
|      323 | E. Thomas       | E. Thomas       | NBA    | WAS       | 2005-2006 | 20051210CHIWAS |
|      324 | C. Butler       | C. Butler       | NBA    | WAS       | 2005-2006 | 20060106WASNYK |
|      324 | Butler          | C. Butler       | NBA    | WAS       | 2005-2006 | 20051102WASTOR |
|      325 | Araujo          | Araujo          | NBA    | TOR       | 2005-2006 | 20051102WASTOR |
|      326 | Peterson        | Peterson        | NBA    | TOR       | 2005-2006 | 20051102WASTOR |
|      327 | Villanueva      | Villanueva      | NBA    | TOR       | 2005-2006 | 20051102WASTOR |
|      328 | Hayes           | Hayes           | NBA    | WAS       | 2005-2006 | 20051102WASTOR |
|      329 | Ruffin          | Ruffin          | NBA    | WAS       | 2005-2006 | 20051102WASTOR |
|      330 | Bonner          | Bonner          | NBA    | TOR       | 2005-2006 | 20051102WASTOR |
|      331 | Calderon        | Calderon        | NBA    | TOR       | 2005-2006 | 20051102WASTOR |
|      332 | Atkins          | Atkins          | NBA    | WAS       | 2005-2006 | 20051102WASTOR |
|      332 | Atkins          | C. Atkins       | NBA    | MEM       | 2005-2006 | Transaction Li |
|      337 | A. Johnson      | A. Johnson      | NBA    | IND       | 2005-2006 | 20051105PHIIND |
|      337 | Johnson         | A. Johnson      | NBA    | IND       | 2005-2006 | 20051103INDMIA |
|      339 | Medvedenko      | Medvedenko      | NBA    | LAL       | 2005-2006 | 20051103PHXLAL |
|      340 | Green           | D. Green        | NBA    | LAL       | 2005-2006 | 20051103PHXLAL |
|      340 | D. Green        | D. Green        | NBA    | LAL       | 2005-2006 | 20060226BOSLAL |
|      341 | Korolev         | Korolev         | NBA    | LAC       | 2005-2006 | 20051104ATLLAC |
|      342 | Ndong           | Ndong           | NBA    | LAC       | 2005-2006 | 20051104ATLLAC |
|      344 | Udrih           | Udrih           | NBA    | SAN       | 2005-2006 | 20051104CLESAS |
|      346 | Thomas          | Thomas          | NBA    | MEM       | 2005-2006 | 20051104MEMORL |
|      346 | Thomas          | Thomas          | NBA    | NJN       | 2005-2006 | Transaction Li |
|      346 | Thomas          | Thomas          | NBA    | ATL       | 2005-2006 | 20051129ATLHOU |
|      347 | Morris          | Morris          | NBA    | ORL       | 2005-2006 | 20051104MEMORL |
|      348 | Hudson          | Hudson          | NBA    | MIN       | 2005-2006 | 20051104MINSEA |
|      349 | Dupree          | Dupree          | NBA    | MIN       | 2005-2006 | 20051104MINSEA |
|      350 | Potapenko       | V. Potapenko    | NBA    | SAC       | 2005-2006 | Transaction Li |
|      350 | Potapenko       | Potapenko       | NBA    | SEA       | 2005-2006 | 20051104MINSEA |
|      351 | Cleaves         | Cleaves         | NBA    | SEA       | 2005-2006 | 20051104MINSEA |
|      353 | A. Williams     | A. Williams     | NBA    | NOK       | 2005-2006 | Transaction Li |
|      353 | A. Williams     | A. Williams     | NBA    | TOR       | 2005-2006 | 20051104NJNTOR |
|      353 | Williams        | A. Williams     | NBA    | NOK       | 2005-2006 | 20060201CHINOK |
|      354 | T. Outlaw       | T. Outlaw       | NBA    | POR       | 2005-2006 | 20051125PORORL |
|      354 | Outlaw          | T. Outlaw       | NBA    | POR       | 2005-2006 | 20051104PORDEN |
|      355 | Blake           | Blake           | NBA    | POR       | 2005-2006 | 20051104PORDEN |
|      356 | Webster         | Webster         | NBA    | POR       | 2005-2006 | 20051104PORDEN |
|      357 | Watson          | E. Watson       | NBA    | SEA       | 2005-2006 | Transaction Li |
|      357 | Watson          | Watson          | NBA    | DEN       | 2005-2006 | 20051104PORDEN |
|      358 | Kleiza          | Kleiza          | NBA    | DEN       | 2005-2006 | 20051104PORDEN |
|      362 | Frye            | Frye            | NBA    | NYK       | 2005-2006 | 20051104WASNYK |
|      363 | Monia           | Monia           | NBA    | POR       | 2005-2006 | 20051105ATLPOR |
|      363 | Monia           | S. Monia        | NBA    | SAC       | 2005-2006 | Transaction Li |
|      366 | Bogans          | Bogans          | NBA    | CHA       | 2005-2006 | 20051105BOSCHA |
|      366 | Bogans          | K. Bogans       | NBA    | HOU       | 2005-2006 | Transaction Li |
|      367 | Dickau          | Dickau          | NBA    | BOS       | 2005-2006 | 20051105BOSCHA |
|      372 | Head            | Head            | NBA    | HOU       | 2005-2006 | 20051105NOKHOU |
|      373 | Booth           | Booth           | NBA    | WAS       | 2005-2006 | 20051105ORLWAS |
|      377 | Lee             | Lee             | NBA    | NYK       | 2005-2006 | 20051106GSWNYK |
|      380 | E. Williams     | E. Williams     | NBA    | TOR       | 2005-2006 | 20051107CLETOR |
|      381 | Basden          | Basden          | NBA    | CHI       | 2005-2006 | 20051107SASCHI |
|      382 | Owens           | Owens           | NBA    | UTH       | 2005-2006 | 20051107UTACHA |
|      383 | Smith           | J. Smith        | NBA    | MIL       | 2005-2006 | 20051108GSWMIL |
|      383 | J. Smith        | J. Smith        | NBA    | MIL       | 2005-2006 | 20051123PHIMIL |
|      384 | Welsch          | Welsch          | NBA    | MIL       | 2005-2006 | 20051108GSWMIL |
|      388 | Kasun           | Kasun           | NBA    | ORL       | 2005-2006 | 20051108ORLHOU |
|      389 | Pargo           | Pargo           | NBA    | CHI       | 2005-2006 | 20051109GSWCHI |
|      390 | Maggette        | Maggette        | NBA    | LAC       | 2005-2006 | 20051109LACWAS |
|      391 | D. Taylor       | D. Taylor       | NBA    | WAS       | 2005-2006 | 20060106WASNYK |
|      391 | Taylor          | D. Taylor       | NBA    | WAS       | 2005-2006 | 20051109LACWAS |
|      392 | Pollard         | Pollard         | NBA    | IND       | 2005-2006 | 20051109MIAIND |
|      397 | Sampson         | Sampson         | NBA    | SAC       | 2005-2006 | 20051109SACDEN |
|      398 | Sanders         | Sanders         | NBA    | SAN       | 2005-2006 | 20051109SASCHA |
|      399 | Burke           | P. Burke        | NBA    | PHX       | 2005-2006 | 20051110DETPHX |
|      399 | P. Burke        | P. Burke        | NBA    | PHX       | 2005-2006 | 20051130INDPHX |
|      401 | Posey           | Posey           | NBA    | MIA       | 2005-2006 | 20051110HOUMIA |
|      402 | B. Robinson     | B. Robinson     | NBA    | CHA       | 2005-2006 | 20051207NJNCHA |
|      402 | Robinson        | B. Robinson     | NBA    | CHA       | 2005-2006 | 20051111DALCHA |
|      403 | Voskuhl         | Voskuhl         | NBA    | CHA       | 2005-2006 | 20051111DALCHA |
|      404 | Burleson        | Burleson        | NBA    | CHA       | 2005-2006 | 20051111DALCHA |
|      405 | D. Davis        | D. Davis        | NBA    | DET       | 2005-2006 | 20051202NYKDET |
|      405 | Davis           | D. Davis        | NBA    | DET       | 2005-2006 | 20051111DETPOR |
|      408 | Johnson         | L. Johnson      | NBA    | NJN       | 2005-2006 | 20051123NJNSAC |
|      408 | L. Johnson      | L. Johnson      | NBA    | NOK       | 2005-2006 | 20060225NOKUTA |
|      408 | Johnson         | L. Johnson      | NBA    | NOK       | 2005-2006 | Transaction Li |
|      408 | L. Johnson      | L. Johnson      | NBA    | NJN       | 2005-2006 | 20051111NJNIND |
|      409 | Hardaway        | Hardaway        | NBA    | NYK       | 2005-2006 | 20051111NYKGSW |
|      410 | Marks           | Marks           | NBA    | SAN       | 2005-2006 | 20051111SASBOS |
|      411 | Moore           | Moore           | NBA    | SEA       | 2005-2006 | 20051111SEAWAS |
|      412 | Storey          | Storey          | NBA    | WAS       | 2005-2006 | 20051111SEAWAS |
|      413 | Blatche         | Blatche         | NBA    | WAS       | 2005-2006 | 20051111SEAWAS |
|      414 | Anderson        | A. Anderson     | NBA    | CHA       | 2005-2006 | 20051119CHAMIN |
|      414 | A. Anderson     | A. Anderson     | NBA    | CHA       | 2005-2006 | 20051112CHAMIA |
|      416 | Snyder          | Snyder          | NBA    | NOK       | 2005-2006 | 20051112DALNOK |
|      417 | Ellis           | Ellis           | NBA    | GOS       | 2005-2006 | 20051112GSWPHX |
|      418 | Gill            | Gill            | NBA    | IND       | 2005-2006 | 20051112INDMIL |
|      419 | Dooling         | Dooling         | NBA    | ORL       | 2005-2006 | 20051113CLEORL |
|      420 | Norris          | Norris          | NBA    | HOU       | 2005-2006 | 20051113HOUBOS |
|      420 | Norris          | M. Norris       | NBA    | NOK       | 2005-2006 | Transaction Li |
|      421 | McCarty         | McCarty         | NBA    | LAC       | 2005-2006 | 20051113LACPHI |
|      422 | Hodge           | Hodge           | NBA    | DEN       | 2005-2006 | 20051113MINDEN |
|      423 | Butler          | J. Butler       | NBA    | NYK       | 2005-2006 | 20051113NYKSAC |
|      423 | J. Butler       | J. Butler       | NBA    | NYK       | 2005-2006 | 20060106WASNYK |
|      424 | Sow             | Sow             | NBA    | TOR       | 2005-2006 | 20051113SEATOR |
|      426 | Miles           | Miles           | NBA    | UTH       | 2005-2006 | 20051114NYKUTA |
|      427 | Whaley          | Whaley          | NBA    | UTH       | 2005-2006 | 20051114NYKUTA |
|      430 | Powell          | J. Powell       | NBA    | DAL       | 2005-2006 | 20051115DENDAL |
|      430 | J. Powell       | J. Powell       | NBA    | DAL       | 2005-2006 | 20051226INDDAL |
|      431 | E. Johnson      | E. Johnson      | NBA    | MIL       | 2005-2006 | 20051121MILUTA |
|      431 | Johnson         | E. Johnson      | NBA    | MIL       | 2005-2006 | 20051115MILLAC |
|      432 | Bradley         | Bradley         | NBA    | PHL       | 2005-2006 | 20051115TORPHI |
|      433 | S. Randolph     | S. Randolph     | NBA    | PHL       | 2005-2006 | 20051228PHIPOR |
|      433 | Randolph        | S. Randolph     | NBA    | PHL       | 2005-2006 | 20051115TORPHI |
|      436 | D. Martin       | D. Martin       | NBA    | TOR       | 2005-2006 | 20060310DENTOR |
|      436 | Martin          | D. Martin       | NBA    | TOR       | 2005-2006 | 20051116PHITOR |
|      438 | R. Marshall     | R. Marshall     | NBA    | DAL       | 2005-2006 | 20060314CLEDAL |
|      438 | Marshall        | R. Marshall     | NBA    | DAL       | 2005-2006 | 20051119DETDAL |
|      439 | Mbenga          | Mbenga          | NBA    | DAL       | 2005-2006 | 20051119DETDAL |
|      440 | Gentry          | Gentry          | NBA    | PHX       | 2005-2006 | 20051119PHXSAS |
|      441 | Scales          | Scales          | NBA    | SAN       | 2005-2006 | 20051119PHXSAS |
|      443 | Eisley          | H. Eisley       | NBA    | DEN       | 2005-2006 | Transaction Li |
|      443 | Eisley          | Eisley          | NBA    | LAC       | 2005-2006 | 20051120GSWLAC |
|      444 | A. Wright       | A. Wright       | NBA    | NJN       | 2005-2006 | 20060113NJNMEM |
|      444 | Wright          | A. Wright       | NBA    | NJN       | 2005-2006 | 20051123NJNSAC |
|      449 | Baxter          | Baxter          | NBA    | HOU       | 2005-2006 | 20051123PHXHOU |
|      449 | Baxter          | L. Baxter       | NBA    | CHA       | 2005-2006 | Transaction Li |
|      450 | Khryapa         | Khryapa         | NBA    | POR       | 2005-2006 | 20051123PORMIA |
|      451 | Fitch           | Fitch           | NBA    | MIA       | 2005-2006 | 20051123PORMIA |
|      451 | Fitch           | G. Fitch        | NBA    | HOU       | 2005-2006 | Transaction Li |
|      452 | Anderson        | S. Anderson     | NBA    | MIA       | 2005-2006 | 20051123PORMIA |
|      452 | S. Anderson     | S. Anderson     | NBA    | MIA       | 2005-2006 | 20051214MIAMIL |
|      453 | Diogu           | Diogu           | NBA    | GOS       | 2005-2006 | 20051123SASGSW |
|      454 | Wafer           | Wafer           | NBA    | LAL       | 2005-2006 | 20051124SEALAL |
|      456 | Augmon          | Augmon          | NBA    | ORL       | 2005-2006 | 20051125PORORL |
|      457 | Roberson        | Roberson        | NBA    | MEM       | 2005-2006 | 20051126MEMDAL |
|      458 | Dalembert       | Dalembert       | NBA    | PHL       | 2005-2006 | 20051126PHINYK |
